Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...It.is.important.to.me.to.physically.check.out.items.before.buying.them..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...In.store.grocery.shopping.is.fun..,wfh_during,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.food.for.pick.up.delivery.from.a.restaurant..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Personal.space.is.important.to.me.when.I.travel..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Working.from.home.makes.me.less.disciplined.self.controlled..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Ferry.or.Water.Taxi.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Working.from.home.increases.family.conflicts..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.groceries.online.for.pick.up.delivery..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.prefer.buying.groceries.online.rather.than.going.to.the.store..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.m.concerned.that.friends.or.family.will.experience.serious.health.issues.if.they.catch.the.coronavirus..,transit_usage_future,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.perform.better.when.I.interact.with.my.co.workers.in.person..,age,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......shop.in.stores.for.groceries..,education,hh_size,transit_usage_during,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Shared.Ridehail..e.g..UberPool..Lyft.Shared..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Walk.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Shared.bike.or.scooter..Lime..JUMP..etc...,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Everyone.should.stay.at.home.as.much.as.possible.until.the.coronavirus.has.subsided..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Even.if.I.don.t.end.up.buying.anything..I.still.enjoy.going.to.stores.and.browsing..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Solo.Ridehail..UberX..Lyft..or.Taxi.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.would.like.to.share.rides.with.others.if.it.saves.money..,gender,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Physical.distancing.is.an.efficient.approach.for.controlling.the.coronavirus.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Media.is.exaggerating.the.spread.of.the.coronavirus..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.try.to.use.transportation.options.that.allow.me.to.avoid.contact.with.other.people..,What.is.your.home.ZIP.code.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.miss.my.commute..,Waves,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Traveling.by.bus.or.light.rail.poses.a.risk.to.my.health..,Timestamp,Are.you.employed.in.one.of.the.following.industries.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.enjoy.social.interactions.with.my.colleagues..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.other.items.online.for.pick.up.delivery..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Shopping.online.is.convenient..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.can.efficiently.replace.most.of.my.in.person.work.meetings.with.online.meetings.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...My.friends.and.family.expect.me.to.stay.at.home.until.the.coronavirus.subsides..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.would.travel.on.a.bus.or.light.rail.if.physical.distancingÂ.measures.are.enforced..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......eat.a.meal.in.a.restaurant..,annual_hh_income,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.m.comfortable.sharing.a.ride.with.a.stranger..,job_status,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......shop.in.stores.for.other.items..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Eating.in.restaurants.is.a.fun.leisure.activity..,user_id,Have.you.had.COVID.19.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Wearing.face.covering.should.be.mandatory..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Drive.Alone.,wfh_future,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.don.t.mind.traveling.on.a.crowded.bus..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Carpool.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Bike.or.Scooter.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Shutting.down.businesses.to.prevent.the.spread.of.the.coronavirus.is.not.worth.the.economic.damage.that.it.causes..
Agree,Somewhat agree,1-2 days a week,3-4 days a week,Strongly agree,Agree,Never,Somewhat agree,1-2 days a week,Somewhat disagree,Strongly agree,1-2 days a week,Agree,34.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)",Husband/wife/partner,Never,Never,1-2 days a week,Never,Agree,Somewhat agree,1-2 days a week,Disagree,Male,Strongly agree,Disagree,Strongly agree,98122.0,Disagree,W2F,Disagree,3/23/2021 17:22,Medical,Strongly agree,1-2 days a week,Agree,Strongly disagree,Agree,Agree,A few times a month,"$150,000 to $199,999",Disagree,"Employed, Full time",1-2 days a week,Strongly agree,191399,"No, I have tested negative.",Strongly agree,3-4 days a week,Never,Strongly disagree,Never,1-2 days a week,Disagree
Somewhat agree,Somewhat agree,Never,1-2 days a week,Strongly agree,Somewhat agree,Never,Somewhat agree,Once a month or less,Somewhat disagree,Agree,Never,Somewhat agree,30.0,1-2 days a week,"Professional degree (e.g. MD, JD)","Husband/wife/partner, Cat or Dog",Never,Never,Never,Never,Agree,Somewhat agree,Never,Somewhat disagree,Female,Agree,Disagree,Agree,98208.0,Strongly disagree,W2F,Somewhat agree,3/21/2021 11:18,Medical,Agree,1-2 days a week,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,1-2 days a week,"$150,000 to $199,999",Strongly disagree,"Employed, Full time",A few times a month,Somewhat agree,191308,"No, I have tested negative.",Strongly agree,Everyday,Never,Strongly disagree,Never,Never,Disagree
Somewhat disagree,Disagree,Never,A few times a month,Strongly agree,Disagree,Once a month or less,Somewhat agree,Never,Strongly agree,Strongly agree,Once a month or less,Agree,65.0,1-2 days a week,"Professional degree (e.g. MD, JD)","Husband/wife/partner, Cat or Dog",Never,Never,Everyday,Never,Somewhat agree,Somewhat agree,Once a month or less,Strongly disagree,Male,Agree,Strongly disagree,Strongly agree,98117.0,Strongly disagree,"W2F, W3P",Strongly agree,3/30/2021 21:28,,Agree,A few times a month,Strongly agree,Somewhat agree,Agree,Somewhat disagree,A few times a month,"$20,000 to $24,999",Strongly disagree,Retired,1-2 days a week,Strongly disagree,191581,"I don't believe so, but I haven't been tested for it.",Agree,3-4 days a week,Never,Strongly disagree,Once a month or less,Never,Strongly disagree
Strongly agree,Somewhat agree,A few times a month,1-2 days a week,Strongly agree,Somewhat disagree,A few times a month,Disagree,Never,Strongly disagree,Strongly agree,3-4 days a week,Somewhat agree,23.0,1-2 days a week,Some college/technical school training,"Husband/wife/partner, Non-household members (e.g. relatives, roommates)",Never,A few times a month,Everyday,Never,Agree,Somewhat agree,Never,Somewhat agree,Male,Somewhat agree,Strongly disagree,Strongly agree,98105.0,Strongly disagree,W2F,Agree,3/25/2021 14:43,Transportation,Strongly agree,Never,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,A few times a month,"$25,000 to $34,999",Strongly disagree,"Employed, Part time",A few times a month,Agree,191446,"No, I have tested negative.",Strongly agree,1-2 days a week,1-2 days a week,Somewhat agree,1-2 days a week,Everyday,Somewhat disagree
Agree,Agree,Never,1-2 days a week,Agree,Somewhat disagree,Never,Strongly disagree,Never,Strongly disagree,Disagree,Never,Disagree,55.0,3-4 days a week,"4-year college degree (e.g. BA, BS)","Husband/wife/partner, Children aged 12-17",Never,Never,Never,Never,Strongly disagree,Somewhat disagree,Never,Somewhat agree,Female,Disagree,Somewhat agree,Strongly disagree,98110.0,Somewhat disagree,W2F,Agree,4/7/2021 7:47,Medical,Strongly agree,Once a month or less,Somewhat agree,Somewhat agree,Strongly disagree,Agree,1-2 days a week,"$75,000 to $99,999",Somewhat agree,"Employed, Full time",1-2 days a week,Somewhat agree,191786,"I don't believe so, but I haven't been tested for it.",Strongly disagree,Everyday,Never,Disagree,Never,Never,Strongly agree
Strongly agree,Strongly agree,Never,Never,Strongly agree,Somewhat agree,Once a month or less,Agree,Never,Strongly disagree,Agree,A few times a month,Strongly agree,22.0,3-4 days a week,2-year college degree (Associate),"Non-household members (e.g. relatives, roommates)",Never,Never,Everyday,Never,Somewhat agree,Agree,Never,Agree,Male,Strongly agree,Somewhat agree,Strongly agree,98115.0,Strongly agree,W2F,Strongly disagree,3/28/2021 7:08,,Strongly agree,Never,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,1-2 days a week,Prefer not to answer,Strongly disagree,Student,3-4 days a week,Agree,191506,"No, I have tested negative.",Strongly agree,1-2 days a week,Never,Somewhat agree,3-4 days a week,A few times a month,Strongly agree
Somewhat disagree,Strongly disagree,Never,A few times a month,Strongly agree,Somewhat agree,Once a month or less,Agree,Once a month or less,Strongly disagree,Strongly agree,A few times a month,Agree,49.0,3-4 days a week,2-year college degree (Associate),"Husband/wife/partner, Children aged 6-11, Children aged 12-17",Never,Never,Everyday,Never,Strongly agree,Disagree,Never,Strongly disagree,Female,Strongly agree,Strongly disagree,Strongly agree,98053.0,Disagree,"W2F, W3P, W3F",Strongly agree,3/21/2021 15:05,,Somewhat agree,A few times a month,Strongly agree,Somewhat agree,Strongly agree,Agree,A few times a month,"$100,000 to $149,999",Strongly disagree,Homemaker,1-2 days a week,Strongly disagree,191315,"I don't believe so, but I haven't been tested for it.",Strongly agree,Everyday,Never,Strongly disagree,Everyday,Everyday,Somewhat disagree
Somewhat agree,Disagree,Everyday,1-2 days a week,Strongly agree,Somewhat agree,Never,Disagree,1-2 days a week,Somewhat agree,Agree,Once a month or less,Strongly agree,27.0,A few times a month,"4-year college degree (e.g. BA, BS)","Husband/wife/partner, Cat or Dog",Never,Never,Everyday,Never,Strongly agree,Somewhat agree,Never,Somewhat disagree,Female,Agree,Disagree,Strongly agree,98059.0,Somewhat agree,"W2F, W3P",Strongly agree,3/17/2021 14:56,"No, none of the above",Agree,Once a month or less,Agree,Agree,Somewhat disagree,Agree,1-2 days a week,Prefer not to answer,Strongly disagree,"Employed, Full time",Once a month or less,Disagree,191188,"I don't believe so, but I haven't been tested for it.",Strongly agree,Everyday,3-4 days a week,Strongly disagree,Everyday,Never,Strongly disagree
Agree,Somewhat agree,Everyday,Once a month or less,Agree,Strongly agree,Once a month or less,Agree,Never,Disagree,Somewhat disagree,1-2 days a week,Strongly agree,21.0,1-2 days a week,Some college/technical school training,"Non-household members (e.g. relatives, roommates)",Never,Never,Everyday,Never,Somewhat agree,Somewhat disagree,Never,Agree,Male,Strongly agree,Strongly disagree,Agree,98166.0,Agree,W2F,Agree,4/10/2021 14:34,,Agree,1-2 days a week,Agree,Somewhat agree,Strongly agree,Strongly agree,Once a month or less,"$100,000 to $149,999",Disagree,Student,1-2 days a week,Somewhat disagree,191850,"I don't believe so, but I haven't been tested for it.",Strongly agree,A few times a month,1-2 days a week,Somewhat disagree,Once a month or less,Once a month or less,Strongly disagree
Strongly agree,Strongly agree,Never,A few times a month,Agree,Somewhat disagree,Once a month or less,Somewhat agree,Once a month or less,Disagree,Strongly agree,Once a month or less,Somewhat agree,60.0,3-4 days a week,"4-year college degree (e.g. BA, BS)","Husband/wife/partner, Children aged 18 or more, Cat or Dog",Never,Once a month or less,Everyday,Never,Agree,Strongly agree,Once a month or less,Somewhat disagree,Female,Strongly agree,Strongly disagree,Agree,98388.0,Strongly disagree,W2F,Somewhat agree,3/31/2021 14:22,,Agree,A few times a month,Somewhat agree,Strongly agree,Agree,Agree,1-2 days a week,"$150,000 to $199,999",Somewhat agree,Homemaker,1-2 days a week,Strongly agree,191595,"No, I have tested negative.",Strongly agree,Everyday,Everyday,Somewhat disagree,Never,Once a month or less,Strongly disagree
Strongly agree,Somewhat agree,Never,3-4 days a week,Strongly agree,Somewhat disagree,Never,Disagree,1-2 days a week,Somewhat agree,Agree,Once a month or less,Agree,36.0,1-2 days a week,"4-year college degree (e.g. BA, BS)",None of the above,Never,Once a month or less,Everyday,1-2 days a week,Agree,Agree,1-2 days a week,Strongly agree,Male,Strongly agree,Disagree,Strongly agree,98006.0,Somewhat disagree,"W2F, W3P",Strongly agree,4/5/2021 9:10,Transportation,Agree,3-4 days a week,Somewhat agree,Disagree,Agree,Agree,1-2 days a week,"$35,000 to $49,999",Somewhat agree,"Employed, Full time",1-2 days a week,Strongly agree,191752,"I don't believe so, but I haven't been tested for it.",Strongly agree,Everyday,Never,Somewhat disagree,1-2 days a week,1-2 days a week,Strongly agree
Somewhat agree,Somewhat agree,Everyday,Never,Somewhat agree,Agree,Never,Somewhat disagree,Never,Somewhat disagree,Somewhat agree,3-4 days a week,Somewhat agree,37.0,3-4 days a week,"Graduate degree (e.g. MS, PhD, MBA)",None of the above,Never,Never,Everyday,Never,Somewhat disagree,Somewhat agree,Never,Somewhat disagree,Male,Somewhat agree,Somewhat disagree,Somewhat agree,98052.0,Somewhat disagree,"W2F, W3P",Somewhat agree,4/10/2021 19:38,"No, none of the above",Somewhat agree,1-2 days a week,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,1-2 days a week,"$100,000 to $149,999",Somewhat disagree,"Employed, Full time",1-2 days a week,Somewhat agree,191853,"I believe so, but I haven't been tested for it.",Somewhat agree,Never,1-2 days a week,Somewhat disagree,Never,Never,Somewhat agree
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W2F,,4/4/2021 18:32,,,,,,,,,,,,,,191736,"Yes, I have tested positive.",,,,,,,
Agree,Strongly agree,Everyday,Never,Somewhat agree,Somewhat agree,Never,Strongly disagree,Never,Strongly disagree,Strongly agree,Never,Strongly agree,21.0,A few times a month,High school graduate or GED,"Non-household members (e.g. relatives, roommates)",Never,Never,Everyday,Never,Strongly disagree,Strongly agree,Never,Strongly agree,Male,Strongly agree,Somewhat disagree,Agree,98105.0,Agree,W2F,Agree,4/9/2021 15:43,,Strongly agree,3-4 days a week,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Never,"Less than $10,000",Somewhat disagree,Student,1-2 days a week,Strongly agree,191830,"No, I have tested negative.",Strongly agree,Never,3-4 days a week,Strongly disagree,Never,Never,Disagree
Somewhat agree,Disagree,Everyday,1-2 days a week,Somewhat agree,Disagree,Never,Disagree,A few times a month,Strongly disagree,Agree,A few times a month,Somewhat agree,51.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)","Husband/wife/partner, Children aged 12-17, Non-household members (e.g. relatives, roommates)",Never,Never,1-2 days a week,Never,Strongly agree,Disagree,Never,Disagree,Male,Strongly agree,Disagree,Somewhat agree,98126.0,Somewhat disagree,"W2F, W3P",Somewhat agree,3/23/2021 21:47,"No, none of the above",Agree,A few times a month,Agree,Agree,Agree,Agree,A few times a month,"$150,000 to $199,999",Disagree,"Employed, Full time",1-2 days a week,Disagree,191409,"No, I have tested negative.",Strongly agree,1-2 days a week,Everyday,Disagree,Never,Never,Disagree
Somewhat agree,Somewhat disagree,Never,A few times a month,Agree,Strongly disagree,Once a month or less,Strongly disagree,A few times a month,Agree,Strongly agree,Never,Agree,61.0,A few times a month,Some college/technical school training,"Husband/wife/partner, Children aged 6-11, Cat or Dog",Never,Once a month or less,A few times a month,Once a month or less,Somewhat agree,Somewhat disagree,Once a month or less,Somewhat agree,Male,Strongly agree,Disagree,Somewhat agree,98012.0,Disagree,W2F,Agree,3/23/2021 16:32,,Agree,A few times a month,Agree,Agree,Somewhat agree,Somewhat agree,A few times a month,"$15,000 to $19,999",Disagree,Retired,A few times a month,Somewhat agree,191395,"I don't believe so, but I haven't been tested for it.",Strongly agree,Everyday,Never,Disagree,Everyday,A few times a month,Somewhat agree
Somewhat agree,Disagree,Everyday,1-2 days a week,Agree,Strongly disagree,Once a month or less,Strongly disagree,Once a month or less,Disagree,Strongly agree,A few times a month,Agree,50.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)",Cat or Dog,Never,A few times a month,Everyday,Never,Strongly agree,Disagree,A few times a month,Strongly disagree,Female,Strongly agree,Strongly disagree,Strongly agree,98057.0,Strongly disagree,"W2F, W3P",Somewhat disagree,3/17/2021 13:47,Transportation,Strongly agree,1-2 days a week,Agree,Agree,Strongly agree,Somewhat disagree,1-2 days a week,"$100,000 to $149,999",Strongly disagree,"Employed, Full time",1-2 days a week,Strongly disagree,191181,"I don't believe so, but I haven't been tested for it.",Strongly agree,3-4 days a week,Everyday,Disagree,A few times a month,Never,Strongly disagree
Strongly agree,Strongly agree,Everyday,1-2 days a week,Agree,Strongly disagree,Never,Strongly disagree,1-2 days a week,Somewhat disagree,Strongly disagree,1-2 days a week,Strongly disagree,38.0,1-2 days a week,"Professional degree (e.g. MD, JD)",Husband/wife/partner,Never,1-2 days a week,1-2 days a week,Never,Strongly disagree,Somewhat agree,Never,Strongly agree,Male,Somewhat disagree,Strongly agree,Strongly disagree,98101.0,Strongly disagree,"W2F, W3P",Strongly disagree,3/28/2021 2:24,"No, none of the above",Strongly disagree,1-2 days a week,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,1-2 days a week,"$200,000 or more",Strongly agree,"Employed, Full time",1-2 days a week,Strongly agree,191502,"No, I have tested negative.",Strongly disagree,Never,Everyday,Strongly agree,Never,Never,Strongly agree
Somewhat disagree,Somewhat agree,Never,A few times a month,Agree,Disagree,Never,Disagree,A few times a month,Somewhat disagree,Agree,Never,Somewhat disagree,61.0,A few times a month,High school graduate or GED,Husband/wife/partner,Never,Never,Once a month or less,Never,Agree,Somewhat agree,Never,Agree,Male,Agree,Strongly disagree,Agree,98012.0,Strongly disagree,W2F,Agree,3/20/2021 11:32,Grocery,Somewhat disagree,A few times a month,Agree,Somewhat agree,Agree,Agree,A few times a month,"$100,000 to $149,999",Agree,"Employed, Part time",A few times a month,Agree,191296,"I don't believe so, but I haven't been tested for it.",Agree,1-2 days a week,Never,Agree,Once a month or less,Never,Disagree
Somewhat agree,Disagree,3-4 days a week,A few times a month,Agree,Disagree,Never,Somewhat agree,Never,Strongly disagree,Strongly agree,Never,Strongly agree,44.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)","Husband/wife/partner, Children aged 6-11, Children aged 12-17",Never,Never,Never,Never,Agree,Disagree,Never,Strongly disagree,Male,Strongly agree,Disagree,Agree,98074.0,Agree,W2F,Agree,3/23/2021 15:24,"No, none of the above",Strongly agree,A few times a month,Agree,Agree,Somewhat agree,Disagree,A few times a month,"$200,000 or more",Strongly disagree,"Employed, Full time",A few times a month,Agree,191390,"No, I have tested negative.",Strongly agree,1-2 days a week,Never,Strongly disagree,Never,3-4 days a week,Agree
Disagree,Disagree,Everyday,3-4 days a week,Strongly agree,Agree,1-2 days a week,Disagree,1-2 days a week,Disagree,Strongly agree,Everyday,Strongly agree,35.0,1-2 days a week,"4-year college degree (e.g. BA, BS)","Husband/wife/partner, Children aged 0-2, Children aged 6-11, Cat or Dog",Never,Never,Never,Never,Strongly agree,Strongly disagree,Never,Strongly disagree,Male,Strongly agree,Disagree,Strongly agree,98299.0,Agree,"W2F, W3P",Strongly agree,3/29/2021 15:01,"No, none of the above",Strongly agree,1-2 days a week,Somewhat agree,Disagree,Strongly agree,Strongly agree,Never,"$150,000 to $199,999",Strongly disagree,"Employed, Full time",1-2 days a week,Strongly disagree,191541,"I don't believe so, but I haven't been tested for it.",Strongly agree,Everyday,3-4 days a week,Strongly disagree,Never,Never,Disagree
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W2F, W3P",,4/7/2021 19:34,,,,,,,,,,,,,,191795,"I don't believe so, but I haven't been tested for it.",,,,,,,
Somewhat agree,Somewhat agree,Never,A few times a month,Agree,Disagree,Never,Somewhat agree,Never,Strongly disagree,Agree,1-2 days a week,Strongly disagree,24.0,1-2 days a week,"4-year college degree (e.g. BA, BS)","Non-household members (e.g. relatives, roommates)",A few times a month,Never,Everyday,Never,Strongly agree,Somewhat agree,Never,Somewhat agree,Male,Agree,Disagree,Agree,98109.0,Disagree,"W2F, W3P",Somewhat disagree,3/17/2021 18:53,"No, none of the above",Disagree,Never,Somewhat agree,Agree,Agree,Agree,A few times a month,"$35,000 to $49,999",Somewhat agree,"Employed, Full time",1-2 days a week,Somewhat agree,191198,"No, I have tested negative.",Strongly agree,A few times a month,Everyday,Strongly disagree,A few times a month,Never,Disagree
Agree,Somewhat agree,Never,A few times a month,Strongly agree,Somewhat disagree,Once a month or less,Disagree,Never,Disagree,Strongly agree,Never,Somewhat agree,23.0,1-2 days a week,"4-year college degree (e.g. BA, BS)","Husband/wife/partner, Non-household members (e.g. relatives, roommates)",Never,Once a month or less,A few times a month,Never,Agree,Somewhat agree,Once a month or less,Disagree,Female,Agree,Disagree,Strongly agree,98402.0,Disagree,"W2F, W3P",Agree,4/4/2021 14:19,Medical,Agree,A few times a month,Somewhat agree,Agree,Somewhat agree,Disagree,A few times a month,"$75,000 to $99,999",Strongly disagree,"Employed, Full time",Once a month or less,Somewhat agree,191728,"I believe so, but I haven't been tested for it.",Strongly agree,Everyday,Never,Strongly disagree,A few times a month,Never,Somewhat disagree
Somewhat disagree,Somewhat agree,Never,1-2 days a week,Agree,Agree,Never,Somewhat agree,A few times a month,Somewhat disagree,Agree,A few times a month,Somewhat agree,41.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)","Husband/wife/partner, Children aged 0-2, Cat or Dog",Never,Never,A few times a month,Never,Agree,Agree,Never,Disagree,Female,Agree,Disagree,Somewhat agree,98106.0,Somewhat agree,"W2F, W3P",Somewhat agree,3/21/2021 22:15,,Agree,A few times a month,Agree,Somewhat agree,Agree,Disagree,1-2 days a week,"$100,000 to $149,999",Strongly disagree,Homemaker,1-2 days a week,Agree,191351,"I don't believe so, but I haven't been tested for it.",Agree,3-4 days a week,1-2 days a week,Disagree,A few times a month,Never,Disagree
Somewhat agree,Agree,Everyday,Once a month or less,Agree,Disagree,Never,Disagree,Never,Somewhat disagree,Somewhat agree,Never,Somewhat agree,55.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)","Children aged 12-17, Children aged 18 or more",Never,Never,A few times a month,Never,Somewhat agree,Agree,Never,Somewhat disagree,Female,Strongly agree,Disagree,Strongly agree,98006.0,Strongly disagree,W2F,Agree,3/18/2021 20:20,"No, none of the above",Agree,A few times a month,Somewhat agree,Agree,Somewhat agree,Disagree,A few times a month,"$200,000 or more",Disagree,"Employed, Full time",A few times a month,Agree,191254,"I don't believe so, but I haven't been tested for it.",Strongly agree,Never,1-2 days a week,Strongly disagree,Once a month or less,Never,Somewhat disagree
Agree,Strongly disagree,Everyday,1-2 days a week,Strongly agree,Strongly disagree,A few times a month,Strongly disagree,Never,Disagree,Agree,Once a month or less,Disagree,29.0,1-2 days a week,"4-year college degree (e.g. BA, BS)","Husband/wife/partner, Cat or Dog",Never,Never,3-4 days a week,Never,Strongly agree,Strongly disagree,Once a month or less,Strongly disagree,Female,Strongly agree,Strongly disagree,Disagree,98201.0,Strongly disagree,W2F,Strongly agree,4/2/2021 18:03,"No, none of the above",Agree,A few times a month,Agree,Strongly agree,Strongly agree,Disagree,A few times a month,"$75,000 to $99,999",Strongly disagree,"Employed, Full time",A few times a month,Strongly disagree,191650,"No, I have tested negative.",Strongly agree,3-4 days a week,1-2 days a week,Strongly disagree,A few times a month,3-4 days a week,Strongly disagree
Agree,Disagree,Everyday,A few times a month,Strongly agree,Agree,Never,Agree,Never,Disagree,Strongly agree,A few times a month,Somewhat agree,40.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)","Husband/wife/partner, Cat or Dog",Never,Never,A few times a month,Never,Strongly agree,Strongly disagree,Never,Agree,Nonbinary,Agree,Strongly disagree,Somewhat agree,98360.0,Strongly disagree,W2F,Somewhat agree,4/3/2021 22:14,"No, none of the above",Agree,A few times a month,Strongly agree,Agree,Agree,Agree,A few times a month,"$100,000 to $149,999",Somewhat agree,"Employed, Full time",A few times a month,Strongly agree,191694,"I don't believe so, but I haven't been tested for it.",Strongly agree,A few times a month,3-4 days a week,Disagree,Never,Never,Strongly disagree
Somewhat disagree,Somewhat disagree,Never,Once a month or less,Strongly agree,Somewhat disagree,Never,Disagree,Once a month or less,Somewhat agree,Strongly agree,Never,Somewhat agree,49.0,A few times a month,2-year college degree (Associate),Cat or Dog,Never,Never,Once a month or less,Never,Strongly agree,Somewhat disagree,Never,Disagree,Female,Strongly agree,Disagree,Strongly agree,98043.0,Somewhat disagree,W2F,Strongly agree,3/18/2021 13:35,"No, none of the above",Somewhat agree,Once a month or less,Agree,Disagree,Strongly agree,Strongly disagree,Once a month or less,"$10,000 to $14,999",Strongly disagree,unpaid leave due to Covid risk,Once a month or less,Somewhat agree,191235,Prefer not to answer.,Strongly agree,Everyday,Never,Strongly disagree,Once a month or less,Never,Strongly disagree
Agree,Strongly disagree,Everyday,Never,Strongly agree,Strongly disagree,Once a month or less,Strongly disagree,Never,Disagree,Agree,Never,Disagree,59.0,1-2 days a week,"Graduate degree (e.g. MS, PhD, MBA)",Husband/wife/partner,Never,Never,3-4 days a week,Never,Agree,Agree,Never,Strongly disagree,Female,Strongly agree,Strongly disagree,Strongly agree,98036.0,Disagree,W2F,Strongly agree,4/1/2021 17:59,"No, none of the above",Agree,Never,Somewhat disagree,Somewhat disagree,Agree,Disagree,Once a month or less,"$100,000 to $149,999",Strongly disagree,"Employed, Full time",A few times a month,Strongly disagree,191631,"Yes, I have tested positive.",Strongly agree,Everyday,A few times a month,Strongly disagree,Never,Never,Strongly disagree
Somewhat disagree,Somewhat disagree,Never,1-2 days a week,Strongly agree,Somewhat disagree,Never,Somewhat disagree,Never,Disagree,Strongly agree,Once a month or less,Somewhat agree,58.0,1-2 days a week,"4-year college degree (e.g. BA, BS)","Husband/wife/partner, Cat or Dog",Never,Never,A few times a month,Never,Somewhat agree,Strongly disagree,Never,Disagree,Female,Strongly agree,Strongly disagree,Strongly agree,98445.0,Disagree,W2F,Agree,3/21/2021 22:13,Transportation,Somewhat agree,A few times a month,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,1-2 days a week,"$100,000 to $149,999",Strongly disagree,"Employed, Full time",A few times a month,Disagree,191349,"No, I have tested negative.",Strongly agree,3-4 days a week,Never,Strongly disagree,A few times a month,Never,Disagree
