Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.m.comfortable.sharing.a.ride.with.a.stranger..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.would.like.to.share.rides.with.others.if.it.saves.money..,hh_size,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Everyone.should.stay.at.home.as.much.as.possible.until.the.coronavirus.has.subsided..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.miss.my.commute..,transit_usage_during,education,user_id,age,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Walk.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......shop.in.stores.for.other.items..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.would.travel.on.a.bus.or.light.rail.if.physical.distancingÂ.measures.are.enforced..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Eating.in.restaurants.is.a.fun.leisure.activity..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Shared.Ridehail..e.g..UberPool..Lyft.Shared..,gender,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Working.from.home.increases.family.conflicts..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.can.efficiently.replace.most.of.my.in.person.work.meetings.with.online.meetings.,What.is.your.home.ZIP.code.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Shutting.down.businesses.to.prevent.the.spread.of.the.coronavirus.is.not.worth.the.economic.damage.that.it.causes..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Shared.bike.or.scooter..Lime..JUMP..etc...,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.don.t.mind.traveling.on.a.crowded.bus..,job_status,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.perform.better.when.I.interact.with.my.co.workers.in.person..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Physical.distancing.is.an.efficient.approach.for.controlling.the.coronavirus.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Bike.or.Scooter.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......shop.in.stores.for.groceries..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.other.items.online.for.pick.up.delivery..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...In.store.grocery.shopping.is.fun..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.try.to.use.transportation.options.that.allow.me.to.avoid.contact.with.other.people..,Timestamp,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...My.friends.and.family.expect.me.to.stay.at.home.until.the.coronavirus.subsides..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Even.if.I.don.t.end.up.buying.anything..I.still.enjoy.going.to.stores.and.browsing..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.groceries.online.for.pick.up.delivery..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Traveling.by.bus.or.light.rail.poses.a.risk.to.my.health..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Ferry.or.Water.Taxi.,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......eat.a.meal.in.a.restaurant..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Drive.Alone.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Wearing.face.covering.should.be.mandatory..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Solo.Ridehail..UberX..Lyft..or.Taxi.,Have.you.had.COVID.19.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...It.is.important.to.me.to.physically.check.out.items.before.buying.them..,wfh_future,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Shopping.online.is.convenient..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Working.from.home.makes.me.less.disciplined.self.controlled..,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will.use.the.following.modes.of.transportation...Carpool.,annual_hh_income,Sometime.in.the.future..when.COVID.19.will.no.longer.be.a.threat..how.often.do.you.think.you.will......order.food.for.pick.up.delivery.from.a.restaurant..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Personal.space.is.important.to.me.when.I.travel..,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.enjoy.social.interactions.with.my.colleagues..,Are.you.employed.in.one.of.the.following.industries.,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.prefer.buying.groceries.online.rather.than.going.to.the.store..,Waves,transit_usage_future,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...Media.is.exaggerating.the.spread.of.the.coronavirus..,wfh_during,Please.rate.your.agreement.with.the.following.statements.under.today.s.conditions...I.m.concerned.that.friends.or.family.will.experience.serious.health.issues.if.they.catch.the.coronavirus..,annual_hh_income_avg,income_category,Low_Income,Middle_Income,High_Income,wfh_during_ord,wfh_future_ord,transit_usage_during_ord,transit_usage_future_ord,wfh_future_interval,wfh_change_estimated,transit_change_estimated,transit_usage_future_ordered
Disagree,Strongly disagree,3,Strongly agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190533,48.0,A few times a month,A few times a month,Somewhat agree,Agree,Never,Male,Agree,Agree,98391.0,Disagree,Never,Disagree,"Employed, Full time",Somewhat disagree,Somewhat agree,Never,Once a month or less,1-2 days a week,Somewhat disagree,Agree,2/8/2021 11:17,Somewhat agree,Disagree,1-2 days a week,Somewhat disagree,Never,A few times a month,A few times a month,Strongly agree,Never,"I don't believe so, but I haven't been tested for it.",Disagree,Everyday,Strongly agree,Strongly disagree,Never,"$200,000 or more",1-2 days a week,Agree,Strongly agree,Medical,Strongly agree,"W1, W2P, W3P",Never,Somewhat disagree,Everyday,Agree,200000.0,High,0,0,1,5,5,0,0,5.0,No Change,No Change,Never
Somewhat agree,Agree,1,Strongly disagree,Strongly agree,Never,"4-year college degree (e.g. BA, BS)",190627,32.0,Once a month or less,1-2 days a week,Strongly agree,Strongly agree,A few times a month,Male,Somewhat agree,Somewhat agree,98115.0,Strongly disagree,A few times a month,Somewhat agree,"Employed, Full time",Strongly agree,Somewhat disagree,1-2 days a week,1-2 days a week,A few times a month,Agree,Somewhat agree,2/25/2021 16:34,Disagree,Strongly agree,Never,Disagree,Never,3-4 days a week,A few times a month,Agree,A few times a month,"No, I have tested negative.",Agree,1-2 days a week,Somewhat agree,Strongly disagree,Never,"$200,000 or more",A few times a month,Somewhat agree,Strongly agree,"No, none of the above",Strongly disagree,"W1, W2P",3-4 days a week,Agree,Everyday,Somewhat agree,200000.0,High,0,0,1,5,3,0,4,1.5,Decreased WFH,Increased Transit,3-4 days a week
Strongly disagree,Strongly disagree,1,Strongly agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190675,32.0,A few times a month,A few times a month,Disagree,Agree,Never,Female,Disagree,Strongly agree,98033.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Somewhat disagree,Agree,A few times a month,1-2 days a week,A few times a month,Agree,Strongly agree,2/25/2021 11:45,Somewhat agree,Disagree,Never,Strongly agree,A few times a month,A few times a month,1-2 days a week,Strongly agree,Once a month or less,"I don't believe so, but I haven't been tested for it.",Strongly agree,3-4 days a week,Agree,Somewhat agree,1-2 days a week,"$200,000 or more",A few times a month,Strongly agree,Strongly agree,"No, none of the above",Strongly disagree,"W1, W2P",Once a month or less,Strongly disagree,Everyday,Strongly agree,200000.0,High,0,0,1,5,4,0,1,3.5,Decreased WFH,Increased Transit,Once a month or less
Disagree,Agree,1,Somewhat disagree,Somewhat agree,Never,"Graduate degree (e.g. MS, PhD, MBA)",191115,62.0,Everyday,1-2 days a week,Somewhat agree,Somewhat agree,Never,Female,Agree,Somewhat agree,98422.0,Disagree,Never,Strongly disagree,"Employed, Full time",Agree,Strongly agree,Never,1-2 days a week,A few times a month,Somewhat disagree,Agree,3/3/2021 15:49,Disagree,Somewhat agree,Never,Agree,Once a month or less,1-2 days a week,Everyday,Agree,Never,"No, I have tested negative.",Somewhat agree,1-2 days a week,Agree,Agree,Never,"$100,000 to $149,999",Once a month or less,Agree,Agree,Medical,Disagree,"W1, W2P",Once a month or less,Somewhat disagree,3-4 days a week,Agree,124999.5,High,0,0,1,4,3,0,1,1.5,Decreased WFH,Increased Transit,Once a month or less
Strongly agree,Strongly disagree,1,Strongly agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190069,48.0,3-4 days a week,A few times a month,Strongly agree,Strongly disagree,Once a month or less,Female,Strongly disagree,Somewhat agree,98422.0,Strongly disagree,Once a month or less,Strongly disagree,"Employed, Full time",Somewhat disagree,Disagree,Once a month or less,A few times a month,A few times a month,Strongly disagree,Strongly agree,2/17/2021 9:45,Somewhat disagree,Strongly disagree,A few times a month,Strongly agree,Once a month or less,1-2 days a week,A few times a month,Strongly agree,Once a month or less,"No, I have tested negative.",Disagree,A few times a month,Strongly agree,Strongly disagree,3-4 days a week,"$150,000 to $199,999",Once a month or less,Strongly agree,Somewhat disagree,"No, none of the above",Somewhat disagree,"W1, W2P",A few times a month,Strongly disagree,Everyday,Agree,174999.5,High,0,0,1,5,2,0,2,1.0,Decreased WFH,Increased Transit,A few times a month
Strongly disagree,Strongly disagree,1,Somewhat disagree,Strongly disagree,Never,"4-year college degree (e.g. BA, BS)",190814,56.0,Never,A few times a month,Strongly disagree,Strongly agree,Never,Male,Strongly agree,Somewhat agree,98332.0,Strongly agree,Never,Strongly disagree,"Employed, Full time",Somewhat agree,Somewhat agree,Never,A few times a month,A few times a month,Somewhat disagree,Strongly agree,3/1/2021 11:26,Disagree,Strongly disagree,Never,Strongly agree,Never,1-2 days a week,3-4 days a week,Somewhat agree,Never,"I believe so, but I haven't been tested for it.",Strongly agree,A few times a month,Strongly agree,Disagree,1-2 days a week,Prefer not to answer,1-2 days a week,Strongly agree,Agree,"No, none of the above",Strongly disagree,"W1, W2P",Never,Agree,1-2 days a week,Somewhat agree,,Middle,0,1,0,3,2,0,0,1.0,Decreased WFH,No Change,Never
Strongly disagree,Strongly disagree,1,Somewhat agree,Disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190398,66.0,1-2 days a week,A few times a month,Strongly disagree,Disagree,Never,Female,Somewhat agree,Somewhat agree,98028.0,Somewhat disagree,Never,Strongly disagree,Retired,Agree,Strongly agree,Never,A few times a month,A few times a month,Disagree,Strongly agree,2/8/2021 11:31,Somewhat disagree,Strongly disagree,Never,Strongly agree,Once a month or less,A few times a month,Everyday,Strongly agree,Never,"No, I have tested negative.",Somewhat disagree,Never,Somewhat disagree,Somewhat agree,Never,Prefer not to answer,A few times a month,Strongly agree,Agree,,Disagree,"W1, W2P",Never,Strongly disagree,Never,Agree,,Middle,0,1,0,0,0,0,0,0.0,No Change,No Change,Never
Strongly disagree,Strongly agree,1,Strongly agree,Strongly agree,Never,Some college/technical school training,190777,67.0,3-4 days a week,A few times a month,Strongly disagree,Strongly disagree,Never,Male,Strongly agree,Strongly agree,98311.0,Strongly agree,Never,Strongly disagree,Retired,Strongly agree,Strongly agree,Never,1-2 days a week,Once a month or less,Disagree,Strongly disagree,3/1/2021 13:30,Strongly agree,Strongly disagree,A few times a month,Strongly agree,Once a month or less,Once a month or less,3-4 days a week,Strongly agree,Never,"I don't believe so, but I haven't been tested for it.",Strongly disagree,Never,Strongly agree,Strongly agree,Never,"$75,000 to $99,999",A few times a month,Strongly agree,Strongly agree,,Strongly agree,"W1, W2P, W3P",Never,Strongly disagree,Never,Strongly agree,87499.5,Middle,0,1,0,0,0,0,0,0.0,No Change,No Change,Never
Strongly disagree,Strongly disagree,1,Agree,Strongly disagree,Never,"4-year college degree (e.g. BA, BS)",190766,63.0,A few times a month,1-2 days a week,Disagree,Strongly disagree,Never,Male,Strongly agree,Somewhat agree,98021.0,Disagree,A few times a month,Strongly agree,Retired,Somewhat agree,Strongly agree,A few times a month,1-2 days a week,1-2 days a week,Somewhat agree,Strongly agree,3/8/2021 10:56,Somewhat agree,Somewhat agree,Never,Strongly agree,Never,Once a month or less,1-2 days a week,Strongly agree,Never,"I don't believe so, but I haven't been tested for it.",Somewhat agree,1-2 days a week,Somewhat agree,Strongly disagree,1-2 days a week,"$15,000 to $19,999",Once a month or less,Strongly agree,Somewhat agree,,Disagree,"W1, W2P, W3P",Never,Strongly disagree,Never,Strongly agree,17499.5,Low,1,0,0,0,3,0,0,1.5,Increased WFH,No Change,Never
Somewhat agree,Somewhat agree,2,Strongly agree,Disagree,A few times a month,"Graduate degree (e.g. MS, PhD, MBA)",190642,69.0,Everyday,3-4 days a week,Agree,Somewhat agree,Never,Male,Somewhat agree,Somewhat agree,98122.0,Disagree,Never,Somewhat disagree,Retired,Somewhat agree,Strongly agree,Never,3-4 days a week,1-2 days a week,Somewhat agree,Somewhat disagree,2/25/2021 12:41,Somewhat agree,Somewhat agree,Never,Somewhat agree,A few times a month,3-4 days a week,1-2 days a week,Strongly agree,A few times a month,"No, I have tested negative.",Somewhat agree,Everyday,Strongly agree,Somewhat disagree,3-4 days a week,"$150,000 to $199,999",1-2 days a week,Agree,Agree,,Disagree,"W1, W2P, W3P",3-4 days a week,Disagree,Everyday,Agree,174999.5,High,0,0,1,5,5,2,4,5.0,No Change,Increased Transit,3-4 days a week
Strongly disagree,Strongly disagree,1,Strongly agree,Somewhat agree,Never,"4-year college degree (e.g. BA, BS)",191031,26.0,1-2 days a week,A few times a month,Strongly disagree,Strongly disagree,Never,Female,Somewhat agree,Agree,98052.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Somewhat agree,Strongly agree,3-4 days a week,1-2 days a week,A few times a month,Somewhat agree,Strongly agree,3/3/2021 10:01,Strongly agree,Strongly disagree,Never,Agree,Once a month or less,A few times a month,1-2 days a week,Agree,Never,"No, I have tested negative.",Strongly agree,A few times a month,Agree,Somewhat agree,Never,"$35,000 to $49,999",A few times a month,Strongly agree,Somewhat agree,"No, none of the above",Strongly disagree,"W1, W2P, W3P, W3F",3-4 days a week,Strongly disagree,3-4 days a week,Strongly agree,42499.5,Middle,0,1,0,4,2,0,4,1.0,Decreased WFH,Increased Transit,3-4 days a week
Somewhat disagree,Disagree,1,Agree,Disagree,Never,"4-year college degree (e.g. BA, BS)",191075,49.0,Once a month or less,1-2 days a week,Disagree,Agree,Never,Male,Somewhat disagree,Agree,98034.0,Disagree,Never,Strongly disagree,"Employed, Full time",Somewhat disagree,Strongly agree,Never,1-2 days a week,3-4 days a week,Somewhat agree,Strongly agree,3/3/2021 10:29,Somewhat agree,Agree,Never,Somewhat agree,Once a month or less,3-4 days a week,3-4 days a week,Strongly agree,Once a month or less,"I don't believe so, but I haven't been tested for it.",Somewhat agree,3-4 days a week,Strongly agree,Agree,Never,"$150,000 to $199,999",1-2 days a week,Strongly agree,Somewhat agree,"No, none of the above",Disagree,"W1, W2P, W3P",Once a month or less,Strongly disagree,Everyday,Strongly agree,174999.5,High,0,0,1,5,4,0,1,3.5,Decreased WFH,Increased Transit,Once a month or less
Strongly disagree,Strongly disagree,2,Agree,Strongly disagree,Never,Some college/technical school training,190870,41.0,1-2 days a week,A few times a month,Disagree,Somewhat disagree,Never,Male,Disagree,Strongly agree,98028.0,Disagree,Once a month or less,Strongly disagree,"Employed, Full time",Somewhat agree,Strongly agree,1-2 days a week,1-2 days a week,A few times a month,Disagree,Strongly agree,3/1/2021 11:54,Somewhat agree,Strongly disagree,Never,Agree,Once a month or less,A few times a month,1-2 days a week,Strongly agree,Never,"I don't believe so, but I haven't been tested for it.",Disagree,Everyday,Agree,Somewhat disagree,A few times a month,"$100,000 to $149,999",Once a month or less,Strongly agree,Disagree,"No, none of the above",Disagree,"W1, W2P",Once a month or less,Disagree,Everyday,Agree,124999.5,Middle,0,1,0,5,5,0,1,5.0,No Change,Increased Transit,Once a month or less
Disagree,Strongly disagree,2,Agree,Agree,Never,"4-year college degree (e.g. BA, BS)",190197,50.0,A few times a month,A few times a month,Somewhat agree,Somewhat agree,Never,Female,Strongly disagree,Agree,98499.0,Somewhat disagree,Never,Strongly agree,"Employed, Full time",Somewhat agree,Strongly agree,A few times a month,A few times a month,3-4 days a week,Disagree,Strongly agree,2/8/2021 17:30,Somewhat agree,Strongly disagree,Once a month or less,Agree,Once a month or less,A few times a month,Everyday,Strongly agree,Once a month or less,"No, I have tested negative.",Disagree,Once a month or less,Strongly agree,Disagree,Never,"$150,000 to $199,999",1-2 days a week,Strongly agree,Somewhat disagree,Medical,Somewhat disagree,"W1, W2P",Once a month or less,Strongly disagree,A few times a month,Agree,174999.5,High,0,0,1,2,1,0,1,0.25,Decreased WFH,Increased Transit,Once a month or less
Disagree,Somewhat agree,2,Agree,Disagree,Never,"Professional degree (e.g. MD, JD)",190264,68.0,Everyday,3-4 days a week,Somewhat disagree,Somewhat disagree,Never,Female,Disagree,Somewhat agree,98004.0,Strongly disagree,Never,Strongly disagree,"mostly retired, some consulting",Somewhat agree,Agree,Once a month or less,1-2 days a week,1-2 days a week,Disagree,Strongly agree,2/24/2021 14:42,Strongly agree,Somewhat agree,Once a month or less,Somewhat disagree,Once a month or less,A few times a month,3-4 days a week,Agree,Never,"I don't believe so, but I haven't been tested for it.",Somewhat agree,Everyday,Strongly agree,Strongly disagree,3-4 days a week,"$100,000 to $149,999",A few times a month,Strongly agree,Agree,"No, none of the above",Disagree,"W1, W2P",Once a month or less,Strongly disagree,Never,Strongly agree,124999.5,Middle,0,1,0,0,5,0,1,5.0,Increased WFH,Increased Transit,Once a month or less
Strongly disagree,Strongly disagree,1,Somewhat agree,Strongly disagree,Never,"4-year college degree (e.g. BA, BS)",190943,58.0,A few times a month,Once a month or less,Strongly disagree,Agree,Never,Female,Somewhat agree,Somewhat agree,98201.0,Agree,Never,Strongly disagree,Retired,Agree,Strongly agree,Once a month or less,A few times a month,A few times a month,Disagree,Strongly agree,3/3/2021 11:41,Somewhat agree,Strongly disagree,Once a month or less,Strongly agree,Never,Once a month or less,3-4 days a week,Strongly agree,Once a month or less,"I don't believe so, but I haven't been tested for it.",Somewhat agree,1-2 days a week,Agree,Disagree,A few times a month,"$10,000 to $14,999",A few times a month,Strongly agree,Somewhat agree,,Disagree,"W1, W2P",Never,Somewhat agree,A few times a month,Agree,12499.5,Low,1,0,0,2,3,0,0,1.5,Increased WFH,No Change,Never
Strongly disagree,Strongly disagree,1,Strongly agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190570,28.0,3-4 days a week,1-2 days a week,Disagree,Somewhat agree,Never,Male,Strongly disagree,Somewhat agree,98119.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Agree,Agree,Never,1-2 days a week,A few times a month,Somewhat agree,Strongly agree,2/25/2021 11:30,Strongly agree,Somewhat disagree,Never,Strongly agree,Never,1-2 days a week,1-2 days a week,Strongly agree,A few times a month,"I don't believe so, but I haven't been tested for it.",Somewhat disagree,A few times a month,Strongly agree,Somewhat disagree,A few times a month,"$150,000 to $199,999",Once a month or less,Strongly agree,Agree,"No, none of the above",Strongly disagree,"W1, W2P",3-4 days a week,Strongly disagree,Everyday,Somewhat disagree,174999.5,High,0,0,1,5,2,0,4,1.0,Decreased WFH,Increased Transit,3-4 days a week
Strongly disagree,Strongly disagree,1,Strongly agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190142,30.0,Never,Once a month or less,Strongly agree,Somewhat disagree,Never,Female,Somewhat disagree,Strongly agree,98036.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Disagree,Strongly agree,Never,A few times a month,1-2 days a week,Strongly disagree,Strongly agree,2/22/2021 11:48,Strongly agree,Strongly disagree,1-2 days a week,Strongly agree,Once a month or less,Once a month or less,Everyday,Strongly agree,Never,"No, I have tested negative.",Disagree,Never,Strongly agree,Disagree,3-4 days a week,"$150,000 to $199,999",A few times a month,Strongly agree,Disagree,Medical,Strongly agree,"W1, W2P",A few times a month,Strongly disagree,Never,Strongly agree,174999.5,High,0,0,1,0,0,0,2,0.0,No Change,Increased Transit,A few times a month
Strongly disagree,Somewhat agree,2,Somewhat agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190026,57.0,A few times a month,A few times a month,Somewhat agree,Somewhat agree,Never,Female,Somewhat disagree,Strongly agree,98026.0,Somewhat disagree,Never,Strongly disagree,"Employed, Full time",Strongly agree,Somewhat agree,A few times a month,3-4 days a week,Once a month or less,Somewhat agree,Strongly agree,2/8/2021 16:38,Agree,Agree,Never,Strongly agree,Once a month or less,A few times a month,Everyday,Strongly agree,Never,"I don't believe so, but I haven't been tested for it.",Strongly agree,Never,Somewhat disagree,Somewhat agree,Once a month or less,"$50,000 to $74,999",A few times a month,Strongly agree,Strongly agree,"No, none of the above",Strongly disagree,"W1, W2P, W3P",Once a month or less,Strongly disagree,1-2 days a week,Strongly agree,62499.5,Middle,0,1,0,3,0,0,1,0.0,Decreased WFH,Increased Transit,Once a month or less
Disagree,Somewhat agree,1,Somewhat agree,Somewhat disagree,Never,"4-year college degree (e.g. BA, BS)",190246,36.0,3-4 days a week,A few times a month,Agree,Somewhat agree,Once a month or less,Female,Somewhat agree,Agree,98102.0,Somewhat disagree,Never,Strongly disagree,"Employed, Part time",Agree,Somewhat agree,1-2 days a week,1-2 days a week,Once a month or less,Somewhat disagree,Agree,2/24/2021 15:05,Somewhat disagree,Somewhat agree,Never,Somewhat agree,Once a month or less,A few times a month,1-2 days a week,Strongly agree,Never,"I don't believe so, but I haven't been tested for it.",Somewhat agree,Once a month or less,Somewhat agree,Agree,1-2 days a week,"$50,000 to $74,999",A few times a month,Somewhat agree,Agree,"No, none of the above",Disagree,"W1, W2P, W3P",1-2 days a week,Disagree,Never,Strongly agree,62499.5,Middle,0,1,0,0,1,0,3,0.25,Increased WFH,Increased Transit,1-2 days a week
Disagree,Disagree,4,Disagree,Disagree,Never,"Professional degree (e.g. MD, JD)",190145,38.0,Everyday,A few times a month,Disagree,Agree,Never,Female,Agree,Strongly disagree,98467.0,Disagree,Never,Strongly agree,"Employed, Full time",Agree,Agree,Never,A few times a month,A few times a month,Somewhat disagree,Disagree,2/22/2021 11:36,Disagree,Disagree,A few times a month,Agree,Never,A few times a month,Everyday,Somewhat disagree,Never,"I believe so, but I haven't been tested for it.",Somewhat disagree,Never,Strongly agree,Somewhat disagree,Never,"$100,000 to $149,999",Never,Agree,Agree,Medical,Somewhat agree,"W1, W2P",Never,Agree,Never,Disagree,124999.5,Middle,0,1,0,0,0,0,0,0.0,No Change,No Change,Never
Strongly disagree,Agree,1,Somewhat agree,Strongly disagree,Never,"Professional degree (e.g. MD, JD)",191022,25.0,Everyday,A few times a month,Somewhat agree,Agree,Once a month or less,Female,Strongly agree,Strongly disagree,98105.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Strongly agree,Agree,Never,1-2 days a week,Once a month or less,Strongly disagree,Strongly agree,3/3/2021 21:55,Strongly disagree,Strongly disagree,1-2 days a week,Strongly agree,Never,A few times a month,Everyday,Strongly agree,Once a month or less,"No, I have tested negative.",Strongly disagree,Never,Strongly agree,Strongly agree,1-2 days a week,"$50,000 to $74,999",A few times a month,Strongly agree,Strongly agree,Medical,Somewhat agree,"W1, W2P",Once a month or less,Somewhat disagree,Never,Strongly agree,62499.5,Middle,0,1,0,0,0,0,1,0.0,No Change,Increased Transit,Once a month or less
Strongly disagree,Disagree,1,Somewhat agree,Disagree,Never,2-year college degree (Associate),190194,65.0,Everyday,Once a month or less,Strongly disagree,Agree,Never,Female,Somewhat agree,Somewhat agree,98006.0,Somewhat disagree,Never,Strongly disagree,"Employed, Full time",Strongly agree,Strongly agree,Never,3-4 days a week,Never,Somewhat disagree,Somewhat agree,2/22/2021 14:57,Somewhat disagree,Disagree,Never,Agree,Once a month or less,1-2 days a week,Everyday,Strongly agree,Once a month or less,"No, I have tested negative.",Agree,1-2 days a week,Agree,Somewhat agree,Never,"$100,000 to $149,999",Once a month or less,Agree,Strongly agree,"No, none of the above",Disagree,"W1, W2P, W3P",Never,Disagree,3-4 days a week,Agree,124999.5,High,0,0,1,4,3,0,0,1.5,Decreased WFH,No Change,Never
Strongly disagree,Disagree,1,Agree,Somewhat agree,Never,"4-year college degree (e.g. BA, BS)",190715,63.0,A few times a month,1-2 days a week,Somewhat agree,Strongly agree,Never,Male,Agree,Agree,98026.0,Agree,Never,Strongly disagree,"Employed, Full time",Agree,Agree,Never,1-2 days a week,A few times a month,Agree,Strongly agree,3/1/2021 13:59,Somewhat agree,Somewhat disagree,Once a month or less,Strongly agree,Never,1-2 days a week,Everyday,Strongly agree,A few times a month,"No, I have tested negative.",Agree,Never,Somewhat agree,Agree,Never,"$75,000 to $99,999",A few times a month,Strongly agree,Agree,Grocery,Disagree,"W1, W2P, W3P",Never,Agree,Everyday,Agree,87499.5,Middle,0,1,0,5,0,0,0,0.0,Decreased WFH,No Change,Never
Disagree,Disagree,3,Agree,Strongly disagree,Never,"Graduate degree (e.g. MS, PhD, MBA)",190279,40.0,Never,1-2 days a week,Disagree,Strongly agree,Never,Female,Strongly agree,Somewhat agree,98014.0,Somewhat agree,Never,Disagree,Homemaker,Somewhat agree,Strongly agree,Never,A few times a month,1-2 days a week,Somewhat agree,Strongly agree,2/24/2021 14:23,Somewhat agree,Somewhat agree,1-2 days a week,Strongly agree,Once a month or less,1-2 days a week,Everyday,Strongly agree,Never,"No, I have tested negative.",Somewhat agree,Never,Strongly agree,Somewhat disagree,Once a month or less,"$200,000 or more",A few times a month,Agree,Agree,,Agree,"W1, W2P",Once a month or less,Agree,Never,Agree,200000.0,High,0,0,1,0,0,0,1,0.0,No Change,Increased Transit,Once a month or less
Strongly disagree,Strongly disagree,1,Strongly agree,Strongly disagree,Never,"4-year college degree (e.g. BA, BS)",190267,51.0,3-4 days a week,A few times a month,Strongly disagree,Somewhat disagree,Never,Female,Strongly disagree,Agree,98126.0,Strongly disagree,Never,Strongly disagree,"Employed, Full time",Somewhat agree,Strongly agree,Once a month or less,1-2 days a week,1-2 days a week,Somewhat disagree,Strongly agree,2/24/2021 14:52,Somewhat agree,Disagree,Never,Strongly agree,Once a month or less,1-2 days a week,1-2 days a week,Strongly agree,Once a month or less,"No, I have tested negative.",Agree,Everyday,Somewhat agree,Strongly disagree,Never,Prefer not to answer,1-2 days a week,Strongly agree,Somewhat agree,"No, none of the above",Disagree,"W1, W2P, W3P",Once a month or less,Strongly disagree,Everyday,Strongly agree,,Middle,0,1,0,5,5,0,1,5.0,No Change,Increased Transit,Once a month or less
